epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
66,691.694,0.11745,0.8981,1,0.42342,0.000445625,0.000445625,0.000445625
67,702.358,0.1027,0.91943,1,0.29114,0.00043325,0.00043325,0.00043325
68,712.997,0.10525,0.91943,1,0.28141,0.000420875,0.000420875,0.000420875
69,723.903,0.09344,0.93365,1,0.275,0.0004085,0.0004085,0.0004085
70,734.457,0.09266,0.9218,1,0.26628,0.000396125,0.000396125,0.000396125
71,745.156,0.09716,0.91232,1,0.32132,0.00038375,0.00038375,0.00038375
72,755.519,0.09024,0.9218,1,0.28772,0.000371375,0.000371375,0.000371375
73,766.428,0.10085,0.91706,1,0.27226,0.000359,0.000359,0.000359
74,776.974,0.10318,0.91943,1,0.28445,0.000346625,0.000346625,0.000346625
75,787.594,0.09915,0.9218,1,0.37026,0.00033425,0.00033425,0.00033425
76,798.237,0.09383,0.91469,1,0.2765,0.000321875,0.000321875,0.000321875
77,809.271,0.07759,0.91469,1,0.30983,0.0003095,0.0003095,0.0003095
78,820.076,0.08053,0.92417,1,0.29258,0.000297125,0.000297125,0.000297125
79,830.719,0.07125,0.91469,1,0.31369,0.00028475,0.00028475,0.00028475
80,841.276,0.07398,0.9218,1,0.30224,0.000272375,0.000272375,0.000272375
81,851.827,0.07686,0.90758,1,0.32565,0.00026,0.00026,0.00026
82,862.456,0.07601,0.90758,1,0.31098,0.000247625,0.000247625,0.000247625
83,873.232,0.07152,0.9218,1,0.31114,0.00023525,0.00023525,0.00023525
84,883.516,0.08241,0.92417,1,0.28875,0.000222875,0.000222875,0.000222875
85,894.647,0.07095,0.92654,1,0.29358,0.0002105,0.0002105,0.0002105
86,904.93,0.0713,0.93365,1,0.28145,0.000198125,0.000198125,0.000198125
87,915.748,0.06866,0.92891,1,0.2962,0.00018575,0.00018575,0.00018575
88,926.769,0.06861,0.92417,1,0.30964,0.000173375,0.000173375,0.000173375
89,937.367,0.06887,0.92417,1,0.3129,0.000161,0.000161,0.000161
90,948.345,0.06136,0.93128,1,0.28517,0.000148625,0.000148625,0.000148625
91,961.039,0.06763,0.92654,1,0.29759,0.00013625,0.00013625,0.00013625
92,972.164,0.06991,0.93365,1,0.38798,0.000123875,0.000123875,0.000123875
93,983.476,0.06231,0.92654,1,0.29519,0.0001115,0.0001115,0.0001115
94,994.131,0.06483,0.93128,1,0.29072,9.9125e-05,9.9125e-05,9.9125e-05
95,1004.59,0.07017,0.93128,1,0.28077,8.675e-05,8.675e-05,8.675e-05
96,1016.12,0.06163,0.92654,1,0.2913,7.4375e-05,7.4375e-05,7.4375e-05
97,1026.81,0.06157,0.92891,1,0.28903,6.2e-05,6.2e-05,6.2e-05
98,1037.64,0.05937,0.93128,1,0.302,4.9625e-05,4.9625e-05,4.9625e-05
99,1048.31,0.05865,0.92891,1,0.30412,3.725e-05,3.725e-05,3.725e-05
100,1059.64,0.06251,0.92891,1,0.30608,2.4875e-05,2.4875e-05,2.4875e-05
